rowType,excel_row_number,assigned_recordId,excel_group_row2,excel_column,json_fieldName,mapping_state,excel_value,json_mappedValue,decision,blank_match,extra_field_risk,row_record_match_ratio,pair_exact_match_count,pair_compared_field_count,metric,metric_value,notes
DETAIL,35,SSI-003,Subsection,Identification 3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Identifier 4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Identification 4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Identifier 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Identification 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Effective Date Parameter,effectiveDate.parameter,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Effective Start Date,effectiveDate.start,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Effective End Date,effectiveDate.end,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Settlement Purpose,market.settlementPurpose,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Narrative,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Settlement Country,market.settlementCountry,PRIMARY_FIELD,,US,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Classification Identifier,market.classificationIdentifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,CFI,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Alternate Classification Identification,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Alternate Scheme Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Alternate Issuer,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,ISIN,market.isin,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,Settlement Currency,market.settlementCurrency,PRIMARY_FIELD,,USD,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,PSAFE BIC,market.psafeBic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Subsection,ISIN Country,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Depository,PSET Party Identifier - BIC,depository.psetBic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 1,Party Identifier,party1.identifier,PRIMARY_FIELD,,BIC,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 1,BIC,party1.bic,PRIMARY_FIELD,IRVTUS3NIBK,IRVTUS3NIBK,MATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 1,Proprietary Identification.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 1,Proprietary Scheme Name.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 1,Proprietary Issuer.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 1,Account Identification,party1.accountIdentification,PRIMARY_FIELD,ABA 021000018; BANK OF NYC/CUST/358200,ABA 021000018 BANK OF NYC/CUST/358200,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 1,Account Name,party1.accountName,PRIMARY_FIELD,,BANK OF NEW YORK,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 2,Party Identifier.1,party2.identifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 2,BIC.1,party2.bic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 2,Proprietary Identification.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 2,Proprietary Scheme Name.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 2,Proprietary Issuer.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 2,Account Identification.1,party2.accountIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 2,Account Name.1,party2.accountName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 3,Party Identifier.2,party3.identifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 3,BIC.2,party3.bic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 3,Proprietary Identification.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 3,Proprietary Scheme Name.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 3,Proprietary Issuer.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 3,Account Identification.2,party3.accountIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 3,Account Name.2,party3.accountName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 4,Party Identifier.3,party4.identifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 4,BIC.3,party4.bic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 4,Proprietary Identification.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 4,Proprietary Scheme Name.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 4,Proprietary Issuer.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 4,Account Identification.3,party4.accountIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 4,Account Name.3,party4.accountName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Party Identifier.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,BIC.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Proprietary Identification.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Proprietary Scheme Name.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Proprietary Issuer.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Account Identification.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Account Name.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Registration Identifier,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Address Type,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Address Line 1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Address Line 2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Address Line 3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Address Line 4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Address Line 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Street Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Building Number,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Post Code,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Town,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Country Sub Division,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Country,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,BIC.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,35,SSI-003,Party 5,Alternative Identifier,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Field,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Action,action,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Instructing Party Identifier,instructingParty.identifier,PRIMARY_FIELD,,BIC,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Instructing Entity LEI,instructingParty.lei,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Instructing Party BIC,instructingParty.bic,PRIMARY_FIELD,,ABOCCNBJ,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Proprietary Identification,instructingParty.proprietaryIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Proprietary Scheme Name,instructingParty.proprietarySchemeName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Proprietary Issuer,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Beneficiary Entity LEI,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Beneficiary Entity Identification,beneficiary.entityIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,A/c at Depository,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,A/c at Depository ID,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Identifier 2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Identification 2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Identifier 3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Identification 3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Identifier 4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Identification 4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Identifier 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Identification 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Effective Date Parameter,effectiveDate.parameter,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Effective Start Date,effectiveDate.start,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Effective End Date,effectiveDate.end,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Settlement Purpose,market.settlementPurpose,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Narrative,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Settlement Country,market.settlementCountry,PRIMARY_FIELD,,US,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Classification Identifier,market.classificationIdentifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,CFI,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Alternate Classification Identification,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Alternate Scheme Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Alternate Issuer,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,ISIN,market.isin,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,Settlement Currency,market.settlementCurrency,PRIMARY_FIELD,,USD,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,PSAFE BIC,market.psafeBic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Subsection,ISIN Country,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Depository,PSET Party Identifier - BIC,depository.psetBic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 1,Party Identifier,party1.identifier,PRIMARY_FIELD,,BIC,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 1,BIC,party1.bic,PRIMARY_FIELD,CHASGB2L,CHASGB2L,MATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 1,Proprietary Identification.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 1,Proprietary Scheme Name.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 1,Proprietary Issuer.1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 1,Account Identification,party1.accountIdentification,PRIMARY_FIELD,DTC ID 0902 / Sub account PS75350,DTC ID 0902 Sub account PS75350,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 1,Account Name,party1.accountName,PRIMARY_FIELD,,JPMCB NEW YORK,MISMATCH,NO,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 2,Party Identifier.1,party2.identifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 2,BIC.1,party2.bic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 2,Proprietary Identification.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 2,Proprietary Scheme Name.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 2,Proprietary Issuer.2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 2,Account Identification.1,party2.accountIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 2,Account Name.1,party2.accountName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 3,Party Identifier.2,party3.identifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 3,BIC.2,party3.bic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 3,Proprietary Identification.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 3,Proprietary Scheme Name.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 3,Proprietary Issuer.3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 3,Account Identification.2,party3.accountIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 3,Account Name.2,party3.accountName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 4,Party Identifier.3,party4.identifier,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 4,BIC.3,party4.bic,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 4,Proprietary Identification.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 4,Proprietary Scheme Name.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 4,Proprietary Issuer.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 4,Account Identification.3,party4.accountIdentification,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 4,Account Name.3,party4.accountName,PRIMARY_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Party Identifier.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,BIC.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Proprietary Identification.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Proprietary Scheme Name.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Proprietary Issuer.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Account Identification.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Account Name.4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Registration Identifier,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Address Type,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Address Line 1,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Address Line 2,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Address Line 3,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Address Line 4,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Address Line 5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Street Name,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Building Number,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Post Code,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Town,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Country Sub Division,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Country,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,BIC.5,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
DETAIL,36,SSI-004,Party 5,Alternative Identifier,,EXTRA_FIELD,,,MATCH,YES,NO_RISK,0.787879,26,33,,,
SUMMARY,,,,,,,,,,,,,,,accuracy_including_blanks,0.803030303030303,"Exact case-sensitive equality across all comparisons, including blank-vs-blank"
SUMMARY,,,,,,,,,,,,,,,precision_including_blanks,0.803030303030303,"TP / (TP + FP), counting blank-vs-blank as TP"
SUMMARY,,,,,,,,,,,,,,,recall_including_blanks,0.954954954954955,"TP / (TP + FN), counting blank-vs-blank as TP"
SUMMARY,,,,,,,,,,,,,,,accuracy_non_blank_only,0.13333333333333333,Exact case-sensitive equality excluding blank-vs-blank pairs
SUMMARY,,,,,,,,,,,,,,,precision_non_blank_only,0.13333333333333333,TP / (TP + FP) excluding blank-vs-blank pairs
SUMMARY,,,,,,,,,,,,,,,recall_non_blank_only,0.4444444444444444,TP / (TP + FN) excluding blank-vs-blank pairs
SUMMARY,,,,,,,,,,,,,,,blank_pair_matches,102.0,Count of comparisons where both Excel and JSON were blank
SUMMARY,,,,,,,,,,,,,,,primary_fields_expected_count,33.0,Primary JSON fields expected for scoring
SUMMARY,,,,,,,,,,,,,,,primary_fields_mapped_count,33.0,Primary fields mapped from Excel headers
SUMMARY,,,,,,,,,,,,,,,extra_fields_count,54.0,Field | Proprietary Issuer | Beneficiary Entity LEI | A/c at Depository | A/c at Depository ID | Identifier 2 | Identification 2 | Identifier 3 | Identification 3 | Identifier 4 | Identification 4 | Identifier 5 | Identification 5 | Narrative | CFI | Alternate Classification Identification | Alternate Scheme Name | Alternate Issuer | ISIN Country | Proprietary Identification.1 | Proprietary Scheme Name.1 | Proprietary Issuer.1 | Proprietary Identification.2 | Proprietary Scheme Name.2 | Proprietary Issuer.2 | Proprietary Identification.3 | Proprietary Scheme Name.3 | Proprietary Issuer.3 | Proprietary Identification.4 | Proprietary Scheme Name.4 | Proprietary Issuer.4 | Party Identifier.4 | BIC.4 | Proprietary Identification.5 | Proprietary Scheme Name.5 | Proprietary Issuer.5 | Account Identification.4 | Account Name.4 | Registration Identifier | Name | Address Type | Address Line 1 | Address Line 2 | Address Line 3 | Address Line 4 | Address Line 5 | Street Name | Building Number | Post Code | Town | Country Sub Division | Country | BIC.5 | Alternative Identifier
SUMMARY,,,,,,,,,,,,,,,extra_fields_with_value_risk_count,0.0,Count of extra-field cells that contain value and are flagged RISK
SUMMARY,,,,,,,,,,,,,,,unassigned_excel_rows_count,29.0,4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 34
SUMMARY,,,,,,,,,,,,,,,unassigned_json_records_count,0.0,
COMPACT_SUMMARY,,,,,,,,,,,,,,,assigned_records,4.0,SSI-001 | SSI-002 | SSI-003 | SSI-004
COMPACT_SUMMARY,,,,,,,,,,,,,,,primary_fields_mapped_count,33.0,Primary comparison scope (target: 33)
COMPACT_SUMMARY,,,,,,,,,,,,,,,primary_matches,106.0,Out of 132 primary comparisons
COMPACT_SUMMARY,,,,,,,,,,,,,,,accuracy_including_blanks,0.803030303030303,Primary fields only
COMPACT_SUMMARY,,,,,,,,,,,,,,,accuracy_non_blank_only,0.13333333333333333,Primary fields only
COMPACT_SUMMARY,,,,,,,,,,,,,,,extra_fields_count,216.0,All extra-field comparisons across assigned rows
COMPACT_SUMMARY,,,,,,,,,,,,,,,extra_fields_with_value_risk_count,0.0,
